id,name,department,experience_level,education_level,age,gender,city,monthly_salary,employeed_id,date_of_join,designation,basic_salary,hra,special_allowance,conveyance,pf,income_tax,other_deductions,total_earnings,total_deductions,net_pay,pan,uan,bank_account
8045,Gopal Kapoor,HR,Mid,Bachelor,48,female,chennai,70937,sco-08045,11-04-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9044F,1.002E+11,XXXXXX9044
8046,Zara Gill,marketing,Fresher,Master,39,male,pune,26961,sco-08046,24-08-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9045F,1.002E+11,XXXXXX9045
8047,Krishna Hegde,operation,Senior,Bachelor,56,female,mumbai,102916,sco-08047,26-07-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9046F,1.002E+11,XXXXXX9046
8048,Yamuna Singh,finance,Junior,Master,54,female,chennai,31216,sco-08048,15-03-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9047F,1.002E+11,XXXXXX9047
8049,Nazia Malik,HR,Fresher,Master,35,male,hyderbad,19291,sco-08049,16-06-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9048F,1.002E+11,XXXXXX9048
8050,Raghav Ghosh,operation,Fresher,PhD,54,male,mumbai,21684,sco-08050,19-03-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9049F,1.002E+11,XXXXXX9049
8051,Harshit Patel,it,Fresher,Bachelor,48,male,chennai,27374,sco-08051,03-08-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9050F,1.002E+11,XXXXXX9050
8052,Payal Ghosh,marketing,Mid,Master,56,female,banglore,63745,sco-08052,15-10-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9051F,1.002E+11,XXXXXX9051
8053,Savita Ghosh,HR,Mid,PhD,45,male,mumbai,66652,sco-08053,01-08-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9052F,1.002E+11,XXXXXX9052
8054,Subhash Nair,it,Lead,PhD,55,male,banglore,155984,sco-08054,02-01-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9053F,1.002E+11,XXXXXX9053
8055,Archana Nair,operation,Junior,Master,51,male,hyderbad,41819,sco-08055,03-10-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9054F,1.002E+11,XXXXXX9054
8056,Reyansh Kulkarni,HR,Junior,Master,51,male,mumbai,37178,sco-08056,06-12-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9055F,1.002E+11,XXXXXX9055
8057,Thomas Kaur,finance,Fresher,Bachelor,59,female,chennai,22508,sco-08057,21-12-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9056F,1.002E+11,XXXXXX9056
8058,Shahid Verma,marketing,Senior,Bachelor,45,male,chennai,112336,sco-08058,13-03-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9057F,1.002E+11,XXXXXX9057
8059,Uma Iyer,marketing,Mid,Master,42,male,mumbai,51099,sco-08059,02-09-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9058F,1.002E+11,XXXXXX9058
8060,Sharmila Agarwal,marketing,Senior,PhD,56,male,pune,129564,sco-08060,18-05-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9059F,1.002E+11,XXXXXX9059
8061,Parvati Mehta,operation,Fresher,Bachelor,38,female,hyderbad,18655,sco-08061,19-11-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9060F,1.002E+11,XXXXXX9060
8062,Naveen Deshmukh,marketing,Mid,PhD,51,male,banglore,67000,sco-08062,11-11-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9061F,1.002E+11,XXXXXX9061
8063,Amrita Patel,operation,Lead,Diploma,36,female,chennai,138447,sco-08063,22-02-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9062F,1.002E+11,XXXXXX9062
8064,Sameera Deshmukh,HR,Lead,Diploma,57,female,pune,218092,sco-08064,01-10-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9063F,1.002E+11,XXXXXX9063
8065,Pallavi Jadhav,marketing,Senior,PhD,25,male,chennai,98657,sco-08065,20-09-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9064F,1.002E+11,XXXXXX9064
8066,Tanvi Pawar,it,Junior,Bachelor,47,male,banglore,28780,sco-08066,22-02-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9065F,1.002E+11,XXXXXX9065
8067,Sudha Mishra,HR,Fresher,PhD,51,female,hyderbad,25334,sco-08067,11-02-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9066F,1.002E+11,XXXXXX9066
8068,Megha Sharma,operation,Lead,Bachelor,63,female,pune,142436,sco-08068,03-04-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9067F,1.002E+11,XXXXXX9067
8069,Namrata Mishra,it,Fresher,Bachelor,42,male,mumbai,21798,sco-08069,26-10-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9068F,1.002E+11,XXXXXX9068
8070,Gayathri Bansal,marketing,Senior,PhD,30,male,mumbai,79685,sco-08070,08-09-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9069F,1.002E+11,XXXXXX9069
8071,Priti Singh,it,Senior,Diploma,44,female,banglore,117551,sco-08071,23-11-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9070F,1.002E+11,XXXXXX9070
8072,Yuvan Naik,finance,Lead,PhD,40,female,hyderbad,166603,sco-08072,25-05-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9071F,1.002E+11,XXXXXX9071
8073,Ritvik Kaur,marketing,Fresher,PhD,57,male,banglore,21322,sco-08073,28-04-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9072F,1.002E+11,XXXXXX9072
8074,Murugan Reddy,it,Junior,PhD,53,male,hyderbad,37576,sco-08074,26-03-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9073F,1.002E+11,XXXXXX9073
8075,Salman Rao,HR,Mid,PhD,58,male,banglore,49479,sco-08075,29-09-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9074F,1.002E+11,XXXXXX9074
8076,Roopa Rao,operation,Fresher,Bachelor,49,female,hyderbad,26278,sco-08076,20-12-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9075F,1.002E+11,XXXXXX9075
8077,Aditi Bansal,operation,Fresher,Master,49,female,hyderbad,19073,sco-08077,06-04-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9076F,1.002E+11,XXXXXX9076
8078,Indira Shetty,marketing,Junior,Diploma,56,female,mumbai,30578,sco-08078,14-04-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9077F,1.002E+11,XXXXXX9077
8079,Tanvi Singh,operation,Mid,Master,32,female,chennai,72652,sco-08079,27-07-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9078F,1.002E+11,XXXXXX9078
8080,Govind Pawar,marketing,Fresher,Master,41,female,chennai,27429,sco-08080,13-02-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9079F,1.002E+11,XXXXXX9079
8081,Yogesh Banerjee,marketing,Lead,Bachelor,37,male,chennai,134628,sco-08081,02-01-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9080F,1.002E+11,XXXXXX9080
8082,George Mishra,operation,Senior,Bachelor,37,female,hyderbad,128338,sco-08082,02-08-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9081F,1.002E+11,XXXXXX9081
8083,Hari Malik,HR,Lead,Master,57,male,mumbai,184777,sco-08083,25-09-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9082F,1.002E+11,XXXXXX9082
8084,Pooja Mukherjee,marketing,Fresher,PhD,32,female,mumbai,22605,sco-08084,26-08-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9083F,1.002E+11,XXXXXX9083
8085,Joseph Singh,marketing,Junior,Master,31,female,pune,40227,sco-08085,09-10-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9084F,1.002E+11,XXXXXX9084
8086,Sachin Sharma,HR,Fresher,Bachelor,46,female,hyderbad,25577,sco-08086,25-06-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9085F,1.002E+11,XXXXXX9085
8087,Parvati Das,it,Lead,Master,40,male,mumbai,206034,sco-08087,22-07-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9086F,1.002E+11,XXXXXX9086
8088,Bhavya Gupta,it,Fresher,Master,60,female,mumbai,22128,sco-08088,01-01-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9087F,1.002E+11,XXXXXX9087
8089,Shruti Verma,finance,Fresher,Master,31,male,banglore,27926,sco-08089,18-09-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9088F,1.002E+11,XXXXXX9088
8090,Mira Yadav,marketing,Lead,Master,34,female,pune,147986,sco-08090,01-07-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9089F,1.002E+11,XXXXXX9089
8091,Dhruv Rao,marketing,Fresher,Bachelor,58,male,chennai,23673,sco-08091,18-05-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9090F,1.002E+11,XXXXXX9090
8092,Omkar Bansal,finance,Junior,PhD,43,female,chennai,28573,sco-08092,28-11-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9091F,1.002E+11,XXXXXX9091
8093,Priya Verma,marketing,Senior,Diploma,39,male,hyderbad,99819,sco-08093,10-05-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9092F,1.002E+11,XXXXXX9092
8094,Vishal Joshi,it,Fresher,PhD,59,female,banglore,26276,sco-08094,07-03-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9093F,1.002E+11,XXXXXX9093
8095,Aparna Shetty,it,Lead,Diploma,45,male,pune,179072,sco-08095,09-03-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9094F,1.002E+11,XXXXXX9094
8096,Venkatesh Mehta,operation,Senior,Master,51,female,chennai,112298,sco-08096,20-11-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9095F,1.002E+11,XXXXXX9095
8097,Rajesh Nair,HR,Junior,Diploma,36,male,chennai,31128,sco-08097,19-07-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9096F,1.002E+11,XXXXXX9096
8098,Juhi Joshi,HR,Junior,Master,31,male,hyderbad,43536,sco-08098,09-10-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9097F,1.002E+11,XXXXXX9097
8099,Senthil Rao,finance,Senior,PhD,29,male,chennai,79886,sco-08099,24-04-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9098F,1.002E+11,XXXXXX9098
8100,Vivaan Rao,operation,Lead,Bachelor,51,female,banglore,207406,sco-08100,07-11-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9099F,1.002E+11,XXXXXX9099
8101,Mrunal Arora,it,Lead,PhD,50,female,mumbai,195341,sco-08101,30-10-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9100F,1.002E+11,XXXXXX9100
8102,Srilatha Jadhav,it,Junior,Bachelor,52,male,pune,36701,sco-08102,21-11-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9101F,1.002E+11,XXXXXX9101
8103,Manoj Joshi,marketing,Lead,Master,25,female,chennai,184790,sco-08103,21-01-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9102F,1.002E+11,XXXXXX9102
8104,Aparna Verma,HR,Lead,Bachelor,34,male,hyderbad,213949,sco-08104,14-08-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9103F,1.002E+11,XXXXXX9103
8105,Anjali Khanna,marketing,Lead,Bachelor,22,female,chennai,152683,sco-08105,26-04-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9104F,1.002E+11,XXXXXX9104
8106,Ritu Mehta,HR,Lead,PhD,46,male,banglore,148931,sco-08106,11-12-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9105F,1.002E+11,XXXXXX9105
8107,Samar Gupta,finance,Senior,Bachelor,60,male,mumbai,75623,sco-08107,01-07-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9106F,1.002E+11,XXXXXX9106
8108,Vivaan Tiwari,marketing,Lead,Diploma,50,female,hyderbad,134815,sco-08108,06-05-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9107F,1.002E+11,XXXXXX9107
8109,Sana Malhotra,it,Senior,PhD,42,male,banglore,104508,sco-08109,16-05-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9108F,1.002E+11,XXXXXX9108
8110,Riya Naik,it,Fresher,Master,59,male,mumbai,25408,sco-08110,04-12-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9109F,1.002E+11,XXXXXX9109
8111,Mrunal Malhotra,marketing,Senior,Master,32,male,pune,95153,sco-08111,01-09-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9110F,1.002E+11,XXXXXX9110
8112,Aakash Chatterjee,HR,Mid,Bachelor,58,male,mumbai,69259,sco-08112,30-11-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9111F,1.002E+11,XXXXXX9111
8113,Peter Pandey,HR,Mid,Master,50,female,banglore,67497,sco-08113,23-05-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9112F,1.002E+11,XXXXXX9112
8114,Farhan Verma,marketing,Fresher,Diploma,46,male,pune,26183,sco-08114,09-03-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9113F,1.002E+11,XXXXXX9113
8115,Ritvik Verma,it,Fresher,Master,49,male,mumbai,25768,sco-08115,06-08-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9114F,1.002E+11,XXXXXX9114
8116,Daniel Tiwari,HR,Fresher,Master,53,female,banglore,19129,sco-08116,08-07-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9115F,1.002E+11,XXXXXX9115
8117,Jagruti Pawar,finance,Mid,Master,36,female,banglore,54394,sco-08117,03-05-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9116F,1.002E+11,XXXXXX9116
8118,Anjali Kapoor,HR,Mid,Bachelor,54,male,pune,59805,sco-08118,24-06-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9117F,1.002E+11,XXXXXX9117
8119,Pankaj Chatterjee,it,Fresher,PhD,49,male,banglore,23188,sco-08119,18-12-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9118F,1.002E+11,XXXXXX9118
8120,Imran Khanna,marketing,Lead,Master,34,female,mumbai,149196,sco-08120,21-12-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9119F,1.002E+11,XXXXXX9119
8121,Anaya Reddy,it,Fresher,PhD,57,female,mumbai,18039,sco-08121,09-06-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9120F,1.002E+11,XXXXXX9120
8122,Ankita Reddy,operation,Senior,Bachelor,57,male,chennai,76154,sco-08122,04-02-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9121F,1.002E+11,XXXXXX9121
8123,Gaurav Arora,finance,Junior,Bachelor,38,female,banglore,31388,sco-08123,04-05-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9122F,1.002E+11,XXXXXX9122
8124,Mohit Joshi,HR,Fresher,Diploma,43,female,chennai,22360,sco-08124,04-07-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9123F,1.002E+11,XXXXXX9123
8125,Farhan Bansal,marketing,Senior,Master,41,male,chennai,98660,sco-08125,03-11-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9124F,1.002E+11,XXXXXX9124
8126,Kalpana Malhotra,finance,Lead,Diploma,50,female,hyderbad,138706,sco-08126,25-05-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9125F,1.002E+11,XXXXXX9125
8127,Soumya Chatterjee,finance,Fresher,PhD,47,male,mumbai,26957,sco-08127,18-03-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9126F,1.002E+11,XXXXXX9126
8128,Swathi Malhotra,finance,Mid,Diploma,21,male,banglore,68778,sco-08128,27-03-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9127F,1.002E+11,XXXXXX9127
8129,Madhav Nair,it,Mid,PhD,28,female,banglore,45697,sco-08129,17-12-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9128F,1.002E+11,XXXXXX9128
8130,Sheetal Malik,it,Lead,PhD,24,female,pune,140548,sco-08130,16-01-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9129F,1.002E+11,XXXXXX9129
8131,Mathew Mehta,it,Mid,Master,59,female,hyderbad,59448,sco-08131,19-08-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9130F,1.002E+11,XXXXXX9130
8132,Pooja Banerjee,finance,Junior,Master,41,female,hyderbad,34561,sco-08132,29-03-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9131F,1.002E+11,XXXXXX9131
8133,Yashwant Arora,it,Junior,Bachelor,26,male,hyderbad,40602,sco-08133,21-06-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9132F,1.002E+11,XXXXXX9132
8134,Tanvi Banerjee,HR,Mid,Master,61,male,pune,53851,sco-08134,07-09-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9133F,1.002E+11,XXXXXX9133
8135,Sana Shetty,marketing,Lead,Diploma,61,male,chennai,203669,sco-08135,05-12-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9134F,1.002E+11,XXXXXX9134
8136,Saurabh Malhotra,it,Senior,PhD,28,male,pune,121097,sco-08136,24-04-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9135F,1.002E+11,XXXXXX9135
8137,Lakshman Kulkarni,finance,Lead,Diploma,47,male,chennai,160408,sco-08137,01-06-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9136F,1.002E+11,XXXXXX9136
8138,Jagruti Mukherjee,HR,Senior,Master,51,female,pune,76532,sco-08138,18-08-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9137F,1.002E+11,XXXXXX9137
8139,Sai Chatterjee,operation,Junior,Bachelor,25,male,hyderbad,41149,sco-08139,28-06-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9138F,1.002E+11,XXXXXX9138
8140,Yogesh Chatterjee,operation,Lead,Master,58,female,chennai,162015,sco-08140,16-05-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9139F,1.002E+11,XXXXXX9139
8141,Aditya Pandey,marketing,Junior,Bachelor,31,male,hyderbad,35399,sco-08141,19-01-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9140F,1.002E+11,XXXXXX9140
8142,Rudra Ghosh,marketing,Fresher,Diploma,47,male,chennai,24509,sco-08142,11-11-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9141F,1.002E+11,XXXXXX9141
8143,Mallikarjun Iyer,it,Mid,Diploma,30,female,pune,70359,sco-08143,03-10-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9142F,1.002E+11,XXXXXX9142
8144,Mythili Chatterjee,HR,Junior,Master,40,male,pune,42763,sco-08144,20-06-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9143F,1.002E+11,XXXXXX9143
8145,Dev Patel,finance,Fresher,Master,54,male,mumbai,19399,sco-08145,05-12-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9144F,1.002E+11,XXXXXX9144
8146,Sai Das,finance,Senior,Bachelor,45,female,pune,114763,sco-08146,18-12-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9145F,1.002E+11,XXXXXX9145
8147,Vivaan Sharma,operation,Junior,Master,39,female,hyderbad,43658,sco-08147,29-11-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9146F,1.002E+11,XXXXXX9146
8148,Nazia Pandey,HR,Fresher,Bachelor,44,female,banglore,18484,sco-08148,14-02-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9147F,1.002E+11,XXXXXX9147
8149,Lakshay Shetty,it,Senior,Diploma,52,male,pune,95599,sco-08149,02-07-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9148F,1.002E+11,XXXXXX9148
8150,Sarita Kapoor,operation,Senior,Diploma,39,female,hyderbad,95789,sco-08150,13-06-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9149F,1.002E+11,XXXXXX9149
8151,Saanvi Reddy,finance,Fresher,Diploma,45,male,pune,24536,sco-08151,15-01-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9150F,1.002E+11,XXXXXX9150
8152,John Mukherjee,it,Lead,PhD,43,female,pune,173858,sco-08152,05-12-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9151F,1.002E+11,XXXXXX9151
8153,Isha Gupta,it,Senior,Bachelor,23,female,pune,113592,sco-08153,25-03-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9152F,1.002E+11,XXXXXX9152
8154,Bharti Tiwari,marketing,Junior,Diploma,34,female,hyderbad,32821,sco-08154,15-06-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9153F,1.002E+11,XXXXXX9153
8155,Anvi Verma,HR,Senior,Bachelor,52,male,banglore,112912,sco-08155,25-12-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9154F,1.002E+11,XXXXXX9154
8156,Darshan Khanna,HR,Mid,Diploma,39,male,pune,70327,sco-08156,28-12-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9155F,1.002E+11,XXXXXX9155
8157,Aditi Reddy,marketing,Junior,PhD,29,male,mumbai,36343,sco-08157,05-09-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9156F,1.002E+11,XXXXXX9156
8158,Pranav Patel,HR,Lead,Master,64,female,mumbai,183005,sco-08158,29-12-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE9157F,1.002E+11,XXXXXX9157
